accession	publication	platform	retinal_tissue_or_compartment	age	OIR_definition	control_definition	treatment_control_arm_status	sample_ID	group	animal_ID	eye_laterality	pooling	technical_replicate_ID	recoverability_evidence	unit_status	primary_action	source_evidence	Adora2a_expression_used_pre_audit
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	OIR_p17_S4	OIR	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	6.31114597894073
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	OIR_p17_S5	OIR	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	6.38726398979442
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	OIR_p17_S6	OIR	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	6.88586174407772
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	OIR_p17_S7	OIR	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	6.76708411151129
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	OIR_p17_S8	OIR	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	6.622158764634
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	nOIR_p17_S1	normoxia	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	5.27994185257133
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	nOIR_p17_S2	normoxia	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	5.70070985852595
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	nOIR_p17_S3	normoxia	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	4.94335349043842
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	nOIR_p17_S4	normoxia	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	5.49537672420323
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	nOIR_p17_S5	normoxia	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	5.70109177396851
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	nOIR_p17_S6	normoxia	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	5.40709858159023
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.OIR.1_COUNT	OIR	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	2.46255126620867
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.OIR.2_COUNT	OIR	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	2.39703895590073
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.OIR.3_COUNT	OIR	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	2.24807884386494
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.OIR.4_COUNT	OIR	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	3.11043514617864
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.OIR.5_COUNT	OIR	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	2.94839670990974
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.OIR.6_COUNT	OIR	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	2.54070424849553
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.Con.1_COUNT	normoxia	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	0.994479758233209
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.Con.2_COUNT	normoxia	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	1.27903239382789
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.Con.3_COUNT	normoxia	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	1.51063697520393
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.Con.4_COUNT	normoxia	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	1.98058054869929
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.Con.5_COUNT	normoxia	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	1.99462774770971
GSE241239	No linked publication in the GEO series record	GPL24247	whole retina / deposited retinal sample	P17	75% oxygen P7-P12; P17 retinal collection	P17 normoxic mice	untreated OIR versus normoxia	C57.Con.6_COUNT	normoxia	not deposited	not deposited	not reported	none identified	GEO reports six retinal replicates per condition but does not provide animal ID, laterality, pooling, or bilateral-eye mapping	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; No linked publication in the GEO series record	1.54308560844854
GSE259255	GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6 P17 OIR	P17 normoxia control	untreated OIR versus normoxia	OIR-1	OIR	not deposited	not deposited	not reported	none identified	Six mouse retinal sample titles are present, but animal ID/laterality/pooling are absent and the deposited extraction protocol is incongruent (duck pectoralis-muscle text), so it cannot establish the unit	UNRESOLVED_UNIT_AND_INTERNALLY_INCONGRUENT_SOURCE_PROTOCOL	EXCLUDE_PRIMARY_PENDING_SOURCE_CLARIFICATION	official GEO family SOFT and series/sample protocol; GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	0.855030992537091
GSE259255	GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6 P17 OIR	P17 normoxia control	untreated OIR versus normoxia	OIR-2	OIR	not deposited	not deposited	not reported	none identified	Six mouse retinal sample titles are present, but animal ID/laterality/pooling are absent and the deposited extraction protocol is incongruent (duck pectoralis-muscle text), so it cannot establish the unit	UNRESOLVED_UNIT_AND_INTERNALLY_INCONGRUENT_SOURCE_PROTOCOL	EXCLUDE_PRIMARY_PENDING_SOURCE_CLARIFICATION	official GEO family SOFT and series/sample protocol; GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	0.831231614725862
GSE259255	GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6 P17 OIR	P17 normoxia control	untreated OIR versus normoxia	OIR-3	OIR	not deposited	not deposited	not reported	none identified	Six mouse retinal sample titles are present, but animal ID/laterality/pooling are absent and the deposited extraction protocol is incongruent (duck pectoralis-muscle text), so it cannot establish the unit	UNRESOLVED_UNIT_AND_INTERNALLY_INCONGRUENT_SOURCE_PROTOCOL	EXCLUDE_PRIMARY_PENDING_SOURCE_CLARIFICATION	official GEO family SOFT and series/sample protocol; GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	0.807645219974522
GSE259255	GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6 P17 OIR	P17 normoxia control	untreated OIR versus normoxia	Control-1	normoxia	not deposited	not deposited	not reported	none identified	Six mouse retinal sample titles are present, but animal ID/laterality/pooling are absent and the deposited extraction protocol is incongruent (duck pectoralis-muscle text), so it cannot establish the unit	UNRESOLVED_UNIT_AND_INTERNALLY_INCONGRUENT_SOURCE_PROTOCOL	EXCLUDE_PRIMARY_PENDING_SOURCE_CLARIFICATION	official GEO family SOFT and series/sample protocol; GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	0.542566241892585
GSE259255	GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6 P17 OIR	P17 normoxia control	untreated OIR versus normoxia	Control-2	normoxia	not deposited	not deposited	not reported	none identified	Six mouse retinal sample titles are present, but animal ID/laterality/pooling are absent and the deposited extraction protocol is incongruent (duck pectoralis-muscle text), so it cannot establish the unit	UNRESOLVED_UNIT_AND_INTERNALLY_INCONGRUENT_SOURCE_PROTOCOL	EXCLUDE_PRIMARY_PENDING_SOURCE_CLARIFICATION	official GEO family SOFT and series/sample protocol; GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	0.623334232130585
GSE259255	GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6 P17 OIR	P17 normoxia control	untreated OIR versus normoxia	Control-3	normoxia	not deposited	not deposited	not reported	none identified	Six mouse retinal sample titles are present, but animal ID/laterality/pooling are absent and the deposited extraction protocol is incongruent (duck pectoralis-muscle text), so it cannot establish the unit	UNRESOLVED_UNIT_AND_INTERNALLY_INCONGRUENT_SOURCE_PROTOCOL	EXCLUDE_PRIMARY_PENDING_SOURCE_CLARIFICATION	official GEO family SOFT and series/sample protocol; GEO series BGN stimulates retinal pathological angiogenesis via up-regulation of CXCL12 expression in pericytes; no PubMed ID linked in GEO	0.446166727077833
GSE289223	Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6J P17 OIR	C57BL/6J normal P17	untreated OIR versus normal	OIRp17_1	OIR	not deposited	not deposited	not reported	none identified	GEO titles identify three numbered retinal replicates per condition, but animal ID, laterality, pooling, and bilateral-eye mapping are not reported	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	2.65706281795019
GSE289223	Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6J P17 OIR	C57BL/6J normal P17	untreated OIR versus normal	OIRp17_2	OIR	not deposited	not deposited	not reported	none identified	GEO titles identify three numbered retinal replicates per condition, but animal ID, laterality, pooling, and bilateral-eye mapping are not reported	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	2.42373266800023
GSE289223	Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6J P17 OIR	C57BL/6J normal P17	untreated OIR versus normal	OIRp17_3	OIR	not deposited	not deposited	not reported	none identified	GEO titles identify three numbered retinal replicates per condition, but animal ID, laterality, pooling, and bilateral-eye mapping are not reported	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	2.59018363184226
GSE289223	Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6J P17 OIR	C57BL/6J normal P17	untreated OIR versus normal	p17_1	normoxia	not deposited	not deposited	not reported	none identified	GEO titles identify three numbered retinal replicates per condition, but animal ID, laterality, pooling, and bilateral-eye mapping are not reported	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	1.58567720115716
GSE289223	Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6J P17 OIR	C57BL/6J normal P17	untreated OIR versus normal	p17_2	normoxia	not deposited	not deposited	not reported	none identified	GEO titles identify three numbered retinal replicates per condition, but animal ID, laterality, pooling, and bilateral-eye mapping are not reported	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	1.06193164547152
GSE289223	Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	GPL24247	whole retina / deposited retinal sample	P17	C57BL/6J P17 OIR	C57BL/6J normal P17	untreated OIR versus normal	p17_3	normoxia	not deposited	not deposited	not reported	none identified	GEO titles identify three numbered retinal replicates per condition, but animal ID, laterality, pooling, and bilateral-eye mapping are not reported	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Liu et al. Fibronectin mediates Endothelial-to-mesenchymal Transition in retina angiogenesis; PMID 40042877	0.629761964245264
GSE301407	Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	GPL34290	whole retina / deposited retinal sample	P17	P17 OIR after PBS intravitreal control injection at P15	P17 normoxic mice	PBS-treated OIR control arm; active hydrogel arm excluded	OIR-1A	OIR	not deposited	not deposited	not reported	none identified	GEO provides three numbered libraries per selected arm but no animal ID, laterality, pooling, or bilateral-eye mapping; normoxia is not documented as PBS-injected	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	1.34059802804736
GSE301407	Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	GPL34290	whole retina / deposited retinal sample	P17	P17 OIR after PBS intravitreal control injection at P15	P17 normoxic mice	PBS-treated OIR control arm; active hydrogel arm excluded	OIR-2A	OIR	not deposited	not deposited	not reported	none identified	GEO provides three numbered libraries per selected arm but no animal ID, laterality, pooling, or bilateral-eye mapping; normoxia is not documented as PBS-injected	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	1.5079906352126
GSE301407	Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	GPL34290	whole retina / deposited retinal sample	P17	P17 OIR after PBS intravitreal control injection at P15	P17 normoxic mice	PBS-treated OIR control arm; active hydrogel arm excluded	OIR-3A	OIR	not deposited	not deposited	not reported	none identified	GEO provides three numbered libraries per selected arm but no animal ID, laterality, pooling, or bilateral-eye mapping; normoxia is not documented as PBS-injected	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO	1.92068243800827
