source	record_id	title	query_id	date_identified	duplicate_of	screening_stage	decision	exclusion_reason	linked_accession_or_bioproject	final_cohort	source_url
SRA	SRX10868859	GSM5293875: Enos KO retina rep 1; Mus musculus; RNA-Seq	SRA_01	2026-08-11	PRJNA729749	removed_before_screening	REMOVE_COMPONENT_EXPERIMENT_RECORD	SRA experiment component of a BioProject/GEO study record; not counted as a separate cohort.	PRJNA729749		https://www.ncbi.nlm.nih.gov/sra/SRX10868859
SRA	SRX10868858	GSM5293880: Enos WT retina rep 3; Mus musculus; RNA-Seq	SRA_01	2026-08-11	PRJNA729749	removed_before_screening	REMOVE_COMPONENT_EXPERIMENT_RECORD	SRA experiment component of a BioProject/GEO study record; not counted as a separate cohort.	PRJNA729749		https://www.ncbi.nlm.nih.gov/sra/SRX10868858
SRA	SRX10868857	GSM5293879: Enos WT retina rep 2; Mus musculus; RNA-Seq	SRA_01	2026-08-11	PRJNA729749	removed_before_screening	REMOVE_COMPONENT_EXPERIMENT_RECORD	SRA experiment component of a BioProject/GEO study record; not counted as a separate cohort.	PRJNA729749		https://www.ncbi.nlm.nih.gov/sra/SRX10868857
SRA	SRX10868856	GSM5293878: Enos WT retina rep 1; Mus musculus; RNA-Seq	SRA_01	2026-08-11	PRJNA729749	removed_before_screening	REMOVE_COMPONENT_EXPERIMENT_RECORD	SRA experiment component of a BioProject/GEO study record; not counted as a separate cohort.	PRJNA729749		https://www.ncbi.nlm.nih.gov/sra/SRX10868856
SRA	SRX8594247	GSM4629873: retinal microglia, OIR; Mus musculus; RNA-Seq	SRA_01	2026-08-11	PRJNA641006	removed_before_screening	REMOVE_COMPONENT_EXPERIMENT_RECORD	SRA experiment component of a BioProject/GEO study record; not counted as a separate cohort.	GSE152928		https://www.ncbi.nlm.nih.gov/sra/SRX8594247
Europe PMC	42237060	Dopamine inhibits retinal pathological neovascularization in the oxygen-induced retinopathy mouse model.	EPMC_01	2026-08-11	PMID:42237060	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/42237060
Europe PMC	42272073	ScRNA-seq Data Reveal Gene Upregulation and Downregulation in Oxygen-Induced Retinopathy.	EPMC_01	2026-08-11	PMID:42272073	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/42272073
Europe PMC	41534651	Non-neuronal cell microenvironment control retinal vascular remodeling by CST3 in the oxygen-induced retinopathy in mice.	EPMC_01	2026-08-11	PMID:41534651	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41534651
Europe PMC	42057040	Comprehensive multiomics analyses identify guanylate cyclase activator 1A as a photoreceptor-specific target in a murine model of oxygen-induced retinopathy.	EPMC_01	2026-08-11	PMID:42057040	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/42057040
Europe PMC	42555755	Disrupting galectin-3 and NET-mediated microglia-neutrophil cross-talk suppresses pathological retinal angiogenesis.	EPMC_01	2026-08-11	PMID:42555755	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/42555755
Europe PMC	41944819	Attenuation of Oxygen-Induced Neovascularization and Inflammation by Neutralizing VEGFA and/or ANG-2 With an Antibody.	EPMC_01	2026-08-11	PMID:41944819	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE315511	GSE315511	https://europepmc.org/article/MED/41944819
Europe PMC	41829920	Polyunsaturated Fatty Acid Balance Modulates Microglial State in a Murine Model of Oxygen-Induced Neovascularization.	EPMC_01	2026-08-11	PMID:41829920	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE123945	GSE123945	https://europepmc.org/article/MED/41829920
Europe PMC	42366514	Apolipoprotein C3 Promotes Retinal Angiogenesis via the MYC Pathway in Hypoxia.	EPMC_01	2026-08-11	PMID:42366514	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/42366514
Europe PMC	41230906	PRRX1 Orchestrates Pericyte-Myofibroblast Transition in Pathological Retinal Fibrosis.	EPMC_01	2026-08-11	PMID:41230906	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41230906
Europe PMC	42235340	Ndufa4l2 drives the pathological activation of Müller cells in ischemic retinopathy via the PI3K/AKT signaling pathway.	EPMC_01	2026-08-11	PMID:42235340	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/42235340
Europe PMC	41455369	The NLRP3 inflammasome inhibitor OLT1177 attenuates retinal neovascularization and microglial inflammation with neuroprotective effects.	EPMC_01	2026-08-11	PMID:41455369	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41455369
Europe PMC	39916601	The HAT Inhibitor ISOX-DUAL Diminishes Ischemic Areas in a Mouse Model of Oxygen-Induced Retinopathy.	EPMC_01	2026-08-11	PMID:39916601	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/39916601
Europe PMC	PPR1090095	Polyunsaturated fatty acid balance modulates microglial state in a murine model of oxygen-induced neovascularization	EPMC_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_COHORT_IDENTIFIED	No additional unique eligible P17 mouse retinal transcriptomic cohort was linked from this report.			https://europepmc.org/article/PPR/PPR1090095
Europe PMC	39789310	Systemic regulation of retinal medium-chain fatty acid oxidation repletes TCA cycle flux in oxygen-induced retinopathy.	EPMC_01	2026-08-11	PMID:39789310	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE281854;GSE281855		https://europepmc.org/article/MED/39789310
Europe PMC	42212336	Endothelial Klf9 fine-tunes Akt signaling to act as a transcriptional brake restraining retinal angiogenesis.	EPMC_01	2026-08-11	PMID:42212336	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/42212336
Europe PMC	41627954	Ythdf2 loss in microglia aggravates ischemic retinopathy by increasing microglia activation and microvascular anomalies.	EPMC_01	2026-08-11	PMID:41627954	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41627954
Europe PMC	40042877	Fibronectin Mediates Endothelial-to-Mesenchymal Transition in Retina Angiogenesis.	EPMC_01	2026-08-11	PMID:40042877	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE289223	GSE289223	https://europepmc.org/article/MED/40042877
Europe PMC	40964715	Nrf2 Deficiency in Müller Cells Exacerbates Pathological Neovascularization in Ischemic Retinopathy.	EPMC_01	2026-08-11	PMID:40964715	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE304959		https://europepmc.org/article/MED/40964715
Europe PMC	41679587	The hypoxia-mediated HIF-1α/miR-381-3p signaling pathway promotes retinal neovascularization.	EPMC_01	2026-08-11	PMID:41679587	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41679587
Europe PMC	38434621	Amelioration of oxygen-induced retinopathy in neonatal mice with fetal growth restriction.	EPMC_01	2026-08-11	PMID:38434621	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/38434621
Europe PMC	41860321	An APE1 Redox Inhibitor Attenuates Pathological Retinal Vascularization by Suppressing FGF2 Angiogenic Signaling.	EPMC_01	2026-08-11	PMID:41860321	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41860321
Europe PMC	40924459	Sorting nexin 3 promotes ischemic retinopathy through RIP1- and RIP3-mediated myeloid cell necroptosis and mitochondrial fission.	EPMC_01	2026-08-11	PMID:40924459	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40924459
Europe PMC	40303324	BARD1-mediated stabilization of METTL14 promotes retinal neovascularization by m6A-modifying MXD1 mRNA on a YTHDF2-dependent manner.	EPMC_01	2026-08-11	PMID:40303324	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40303324
Europe PMC	40976555	Epac1 deletion attenuates Müller glial pathological activation and mitigates retinal neurodegeneration in ischemia-induced retinopathy.	EPMC_01	2026-08-11	PMID:40976555	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE328096		https://europepmc.org/article/MED/40976555
Europe PMC	41116209	Alamandine inhibits pathological retinal neovascularization by targeting the MrgD-mediated HIF-1α/VEGF pathway.	EPMC_01	2026-08-11	PMID:41116209	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41116209
Europe PMC	40748026	Bispecific Peptide Binds to VEGFR2 and Integrin αvβ3, Forming an Artificial Extracellular Matrix for Anti-Ocular Neoangiogenesis.	EPMC_01	2026-08-11	PMID:40748026	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40748026
Europe PMC	41548765	Endothelial JMJD1C drives pathological ocular neovascularization by activating SREBF2-dependent cholesterol biosynthesis.	EPMC_01	2026-08-11	PMID:41548765	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41548765
Europe PMC	41232620	Microglial HMOX1 drives retinal angiogenesis via modulation of endothelial STAT3 signaling.	EPMC_01	2026-08-11	PMID:41232620	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41232620
Europe PMC	41851718	Curcuma longa-derived extracellular vesicle-like particles ameliorate retinal neovascularization through HIF-1α and NRF2 signaling.	EPMC_01	2026-08-11	PMID:41851718	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41851718
Europe PMC	41120275	Proliferative diabetic retinopathy subtypes defined by immune defense and endothelial mitochondrial dysfunction.	EPMC_01	2026-08-11	PMID:41120275	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41120275
Europe PMC	PPR1104278	ACE2 Phosphorylation Modulates Angiogenesis via the Activator Protein-1	EPMC_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_COHORT_IDENTIFIED	No additional unique eligible P17 mouse retinal transcriptomic cohort was linked from this report.			https://europepmc.org/article/PPR/PPR1104278
Europe PMC	41347875	Conformational Dynamics of PKM2 Regulate Hypoxia-Induced Pathological Retinal Angiogenesis.	EPMC_01	2026-08-11	PMID:41347875	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41347875
Europe PMC	41104017	Endothelial &lt;i&gt;Zmiz1&lt;/i&gt; modulates developmental angiogenesis in the retina.	EPMC_01	2026-08-11	PMID:41104017	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41104017
Europe PMC	42066435	Vitreous humor-mimetic liposomes enable effective gene delivery to the eye via intravitreal injection.	EPMC_01	2026-08-11	PMID:42066435	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/42066435
Europe PMC	40668060	Inhibition of Endothelial HIF-1α by IDF-11774 Attenuates Retinal Neovascularization and Vascular Leakage.	EPMC_01	2026-08-11	PMID:40668060	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40668060
Europe PMC	40083923	YBX1-driven TUBB6 upregulation facilitates ocular angiogenesis via WNT3A-FZD8 pathway.	EPMC_01	2026-08-11	PMID:40083923	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40083923
Europe PMC	39888634	Inhibition of Retinal Neovascularization by BEZ235: Targeting the Akt/4EBP1/Cyclin D1 Pathway in Endothelial Cells.	EPMC_01	2026-08-11	PMID:39888634	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/39888634
Europe PMC	38958972	Epithelial Membrane Protein 2 (EMP2) Blockade Attenuates Pathological Neovascularization in Murine Oxygen-Induced Retinopathy.	EPMC_01	2026-08-11	PMID:38958972	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/38958972
Europe PMC	40279967	Targeting mitochondrial DNA-STING-NF-κB Axis-mediated microglia activation by cryptotanshinone alleviates ischemic retinopathy.	EPMC_01	2026-08-11	PMID:40279967	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40279967
Europe PMC	40347925	Comprehensive multi-omics and pharmacokinetics reveal sclareol's role in inhibiting ocular neovascularization.	EPMC_01	2026-08-11	PMID:40347925	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40347925
Europe PMC	41663366	Extraocular delivery of bioswitchable tri-miR-22-loaded tetrahedral DNA nanostructures for intraocular neovascular and neurodegenerative repair.	EPMC_01	2026-08-11	PMID:41663366	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41663366
Europe PMC	38709389	IC100, a humanized therapeutic monoclonal anti-ASC antibody alleviates oxygen-induced retinopathy in mice.	EPMC_01	2026-08-11	PMID:38709389	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/38709389
Europe PMC	39287727	Timed topical dexamethasone eye drops improve mitochondrial function to prevent severe retinopathy of prematurity.	EPMC_01	2026-08-11	PMID:39287727	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/39287727
Europe PMC	40350953	[Mechanism of action of ginsenoside Rg_2 on diabetic retinopathy and angiogenesis based on YAP/TLRs pathway].	EPMC_01	2026-08-11	PMID:40350953	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40350953
Europe PMC	41840419	Increased CD44 Expression in Endothelial Cells Induced by Advanced Glycation End Products Leads to Insufficient Maturation of Angiogenesis.	EPMC_01	2026-08-11	PMID:41840419	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41840419
Europe PMC	PPR939618	Cryptotanshinone Alleviates Ischemic Retinopathy by Targeting Mitochondrial DNA- STING-NF-κB Axis-Mediated Microglia Activation	EPMC_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_COHORT_IDENTIFIED	No additional unique eligible P17 mouse retinal transcriptomic cohort was linked from this report.			https://europepmc.org/article/PPR/PPR939618
Europe PMC	40754099	Notch activation downregulates EZH2 to thereby attenuate endothelial cell proliferation and angiogenesis via MYC destabilization.	EPMC_01	2026-08-11	PMID:40754099	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40754099
Europe PMC	39565875	Monoclonal antibodies that block Roundabout 1 and 2 signaling target pathological ocular neovascularization through myeloid cells.	EPMC_01	2026-08-11	PMID:39565875	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE279825		https://europepmc.org/article/MED/39565875
Europe PMC	41963275	SDF-1 Inhibition Attenuates VEGF-Driven Retinal Leukostasis and Neovascularization in Ischemic Retinopathy.	EPMC_01	2026-08-11	PMID:41963275	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41963275
Europe PMC	40069725	Single-cell analysis identifies MKI67&lt;sup&gt;+&lt;/sup&gt; microglia as drivers of neovascularization in proliferative diabetic retinopathy.	EPMC_01	2026-08-11	PMID:40069725	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40069725
Europe PMC	39491782	Role of angiopoietin-like 4 in neovascularization associated with retinopathy of prematurity.	EPMC_01	2026-08-11	PMID:39491782	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/39491782
Europe PMC	41240786	N-acetylcysteine amide alleviates pathological neovascularization through mitochondrial protection and energy metabolism reprogramming of vascular endothelial cells.	EPMC_01	2026-08-11	PMID:41240786	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41240786
Europe PMC	40303351	Serine supplementation suppresses hypoxia-induced pathological retinal angiogenesis.	EPMC_01	2026-08-11	PMID:40303351	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40303351
Europe PMC	PPR872884	Timed topical dexamethasone eye drops improve mitochondrial function to prevent severe retinopathy of prematurity.	EPMC_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_COHORT_IDENTIFIED	No additional unique eligible P17 mouse retinal transcriptomic cohort was linked from this report.			https://europepmc.org/article/PPR/PPR872884
Europe PMC	41817688	Integrated intraocular-plasma proteomics reveals conserved biomarkers for diabetic retinopathy progression: a multi-fluid biopsy study.	EPMC_01	2026-08-11	PMID:41817688	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41817688
Europe PMC	38153746	Transcriptional Comparison of Human and Murine Retinal Neovascularization.	EPMC_01	2026-08-11	PMID:38153746	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE234447	GSE234447	https://europepmc.org/article/MED/38153746
Europe PMC	38190125	Oncostatin M Reduces Pathological Neovascularization in the Retina Through Müller Cell Activation.	EPMC_01	2026-08-11	PMID:38190125	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE227350		https://europepmc.org/article/MED/38190125
Europe PMC	38739977	Upregulation of HMOX1 associated with M2 macrophage infiltration and ferroptosis in proliferative diabetic retinopathy.	EPMC_01	2026-08-11	PMID:38739977	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/38739977
Europe PMC	39506758	m6A-methylase METTL3 promotes retinal angiogenesis through modulation of metabolic reprogramming in RPE cells.	EPMC_01	2026-08-11	PMID:39506758	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/39506758
Europe PMC	41328674	Copper Sulfide Nanoparticles Protect Against Fundus Neovascularization Diseases and Inhibit NF-κB Signaling Pathway.	EPMC_01	2026-08-11	PMID:41328674	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/41328674
Europe PMC	PPR875526	Endothelial Zmiz1 modulates physiological and pathophysiological angiogenesis during retinal development	EPMC_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_COHORT_IDENTIFIED	No additional unique eligible P17 mouse retinal transcriptomic cohort was linked from this report.			https://europepmc.org/article/PPR/PPR875526
Europe PMC	38505600	G protein subunit alpha i2's pivotal role in angiogenesis.	EPMC_01	2026-08-11	PMID:38505600	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/38505600
Europe PMC	35282140	MicroRNA Expression Analysis of Mice Retinas with Oxygen-Induced Retinopathy by RNA Sequencing.	EPMC_01	2026-08-11	PMID:35282140	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/35282140
Europe PMC	39153705	The STAT1-SLC31A1 axis: Potential regulation of cuproptosis in diabetic retinopathy.	EPMC_01	2026-08-11	PMID:39153705	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/39153705
Europe PMC	PPR734052	Copper oxide nanoparticles suppress retinal angiogenesis via inducing endothelial cell cuproptosis	EPMC_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_COHORT_IDENTIFIED	No additional unique eligible P17 mouse retinal transcriptomic cohort was linked from this report.			https://europepmc.org/article/PPR/PPR734052
Europe PMC	37942611	FAM222A, Part of the BET-Regulated Basal Endothelial Transcriptome, Is a Novel Determinant of Endothelial Biology and Angiogenesis-Brief Report.	EPMC_01	2026-08-11	PMID:37942611	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/37942611
Europe PMC	35584758	N<sup>6</sup>-methyladenosine modifications of mRNAs and long noncoding RNAs in oxygen-induced retinopathy in mice.	EPMC_01	2026-08-11	PMID:35584758	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/35584758
Europe PMC	38027065	AAV2-antiVEGFscFv gene therapy for retinal neovascularization.	EPMC_01	2026-08-11	PMID:38027065	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/38027065
Europe PMC	40305885	Ref-1 redox activity modulates canonical Wnt signaling in endothelial cells.	EPMC_01	2026-08-11	PMID:40305885	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/40305885
Europe PMC	31578039	Short- and long-term impact of hyperoxia on the blood and retinal cells' transcriptome in a mouse model of oxygen-induced retinopathy.	EPMC_01	2026-08-11	PMID:31578039	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/31578039
Europe PMC	39946136	Targeting Runx1 in Pathological Retinal Angiogenesis: A Potential Therapeutic Approach.	EPMC_01	2026-08-11	PMID:39946136	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/39946136
Europe PMC	35366885	Graphene quantum dots rescue angiogenic retinopathy via blocking STAT3/Periostin/ERK signaling.	EPMC_01	2026-08-11	PMID:35366885	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/35366885
Europe PMC	PPR453087	Graphene quantum dots rescue angiogenic retinopathy via blocking STAT3/Periostin/ERK signaling	EPMC_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_COHORT_IDENTIFIED	No additional unique eligible P17 mouse retinal transcriptomic cohort was linked from this report.			https://europepmc.org/article/PPR/PPR453087
Europe PMC	38509306	RNA-binding proteins potentially regulate the alternative splicing of cell cycle-associated genes in proliferative diabetic retinopathy.	EPMC_01	2026-08-11	PMID:38509306	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/38509306
Europe PMC	39790557	Endothelial activating transcription factor 3 promotes angiogenesis and vascular repair in the mouse retina.	EPMC_01	2026-08-11	PMID:39790557	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/39790557
Europe PMC	32150307	Temporospatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model.	EPMC_01	2026-08-11	PMID:32150307	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE132731	GSE132731	https://europepmc.org/article/MED/32150307
Europe PMC	34321516	Gene expression profile of the murine ischemic retina and its response to Aflibercept (VEGF-Trap).	EPMC_01	2026-08-11	PMID:34321516	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE124956;GSE137705	GSE124956	https://europepmc.org/article/MED/34321516
Europe PMC	37441592	Tsp-1<sup>+</sup> microglia attenuate retinal neovascularization by maintaining the expression of Smad3 in endothelial cells through exosomes with decreased miR-27a-5p.	EPMC_01	2026-08-11	PMID:37441592	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/37441592
Europe PMC	36794165	m<sup>6</sup>A modifications of circular RNAs in ischemia-induced retinal neovascularization.	EPMC_01	2026-08-11	PMID:36794165	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/36794165
Europe PMC	32031575	Epithelial Membrane Protein 2 (EMP2) Promotes VEGF-Induced Pathological Neovascularization in Murine Oxygen-Induced Retinopathy.	EPMC_01	2026-08-11	PMID:32031575	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/32031575
Europe PMC	34690760	Effect of Probenecid on Endothelial Cell Growth Rate and Retinal Angiogenesis in an Oxygen-Induced Retinopathy Model.	EPMC_01	2026-08-11	PMID:34690760	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/34690760
Europe PMC	34971428	eNOS controls angiogenic sprouting and retinal neovascularization through the regulation of endothelial cell polarity.	EPMC_01	2026-08-11	PMID:34971428	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.	GSE174400		https://europepmc.org/article/MED/34971428
Europe PMC	32053824	Transcriptome analysis reveals dysregulation of genes involved in oxidative phosphorylation in a murine model of retinopathy of prematurity.	EPMC_01	2026-08-11	PMID:32053824	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/32053824
Europe PMC	36675807	Microglia-Derived Spp1 Promotes Pathological Retinal Neovascularization via Activating Endothelial Kit/Akt/mTOR Signaling.	EPMC_01	2026-08-11	PMID:36675807	removed_before_screening	DUPLICATE_REPORT_OF_PUBMED	Duplicate bibliographic report retrieved in PubMed.			https://europepmc.org/article/MED/36675807
