pmid	title	abstract	accessions_in_title_abstract	mentions_transcriptomic_assay	mentions_public_data
41230906	PRRX1 Orchestrates Pericyte-Myofibroblast Transition in Pathological Retinal Fibrosis.	To investigate the role of PRRX1 in pericyte-myofibroblast transition and its contribution to pathological retinal fibrosis. Transcriptomic profiling was conducted on human fibrovascular membranes and murine oxygen-induced retinopathy retinas to assess PRRX1 expression and its association with fibrosis-related genes. Single‑cell RNA sequencing was performed on retinal tissues to identify pericyte subpopulations and characterize PRRX1-driven molecular pathways. In vitro, primary mouse retinal pericytes underwent hypoxia with or without small interfering RNA-mediated PRRX1 knockdown to assess fibrotic gene expression and cell migration. In vivo, a laser-induced choroidal neovascularization model was used to assess the effect of PRRX1 silencing on subretinal fibrosis. PRRX1 was significantly upregulated in both human fibrovascular membranes and oxygen-induced retinopathy retinas; single‑cell RNA sequencing revealed its enrichment in pericyte subpopulations undergoing pericyte-myofibroblast transition. PRRX1 knockdown reduced fibrotic gene expression and migratory activity in primary pericytes under hypoxia. In the choroidal neovascularization model, PRRX1 silencing significantly reduced subretinal fibrosis and neovascular lesion area. PRRX1 is a key regulator of pericyte-mediated fibrotic remodeling in the retina. Targeting PRRX1 offers a potential therapeutic approach for retinal fibrosis.		True	False
41232620	Microglial HMOX1 drives retinal angiogenesis via modulation of endothelial STAT3 signaling.	Retinopathy of prematurity (ROP) is a leading cause of childhood blindness and is characterized by retinal neovascularization. Microglia have emerged as key mediators of hypoxia-induced angiogenesis, yet the underlying molecular mechanisms remain incompletely defined. Heme oxygenase-1 (HMOX1) is a stress-inducible enzyme with well-established antioxidant and anti-inflammatory properties, acting as an important electrophilic signaling mediator in redox biology. Here, we investigated the role of microglial HMOX1 in retinal angiogenesis and its regulation of endothelial signaling. Using an oxygen-induced retinopathy (OIR) mouse model combined with bulk and single-cell RNA sequencing, we identified HMOX1 as a hypoxia-induced angiogenic regulator selectively enriched in retinal microglia. Conditional knockout of HMOX1 in microglia markedly reduced neovascularization in vivo, while in vitro hypoxia-driven microglia-endothelial co-culture assays confirmed impaired endothelial proliferation, migration, and tube formation. Mechanistically, loss or pharmacological inhibition of HMOX1 suppressed STAT3 activation and VEGF expression in endothelial cells, establishing a paracrine signaling pathway between microglia and endothelium. These findings demonstrate that microglial HMOX1 drives pathological angiogenesis by activating the endothelial STAT3-VEGF axis. Our study uncovers a novel hypoxia-microglia-endothelium signaling mechanism, highlighting microglial HMOX1 as a promising therapeutic target for ROP and other hypoxia-related angiogenic diseases.		True	False
41240786	N-acetylcysteine amide alleviates pathological neovascularization through mitochondrial protection and energy metabolism reprogramming of vascular endothelial cells.	Hypoxia-induced pathological neovascularization is a major contributing factor to a variety of diseases across different age groups. Currently, the predominant therapeutic approach involves the repeated injection of anti-vascular endothelial growth factor (VEGF) agents, which are associated with several adverse effects that limit their long-term application. This study concentrates on the upstream regulators of VEGF within vascular endothelial cells (VECs) and uses the oxygen-induced retinopathy mouse model to demonstrate that N-acetylcysteine amide (NACA) exhibits significant antiangiogenic properties both in vitro and in vivo. Notably, NACA preserves mitochondrial homeostasis and mitigates mitochondrial reactive oxygen species (mtROS) in VECs. Moreover, smart RNA sequencing and the Oxygen Consumption Rate experiment indicate that NACA reprograms the cellular energy metabolism by restoring oxidative phosphorylation (OXPHOS) via targeting mitochondrial complexes I/V, a mechanism further confirmed by the partial blockade of NACA's effect with oligomycin. Additionally, NACA effectively rescues inner-retinal neurons within the avascular areas. We observed minimal toxicity after intravitreal administration of NACA, suggesting a favorable safety profile for its therapeutic use. Collectively, our findings confirmed that targeting mitochondrial homeostasis and cellular energy metabolism in VECs could serve as a promising therapeutic strategy, with NACA anticipated to emerge as a novel drug for diseases characterized by pathological neovascularization.		True	False
41328674	Copper Sulfide Nanoparticles Protect Against Fundus Neovascularization Diseases and Inhibit NF-κB Signaling Pathway.	This study aims to investigate whether copper sulfide nanoparticles (CuS NPs) protect against fundus neovascularization diseases (FNDs) and to explore the underlying mechanism of the anti-angiogenesis. The characterization and biocompatibility of CuS NPs were assessed in human umbilical vein endothelial cells (HUVECs) and in retinas and major organs. Anti-angiogenic effects were evaluated in vitro using HUVECs through migration, sprouting, and proliferation assays. In vivo efficacy was tested in neonatal retinal vascular development, oxygen-induced retinopathy and laser-induced choroidal neovascularization mouse model. Transcriptomic analysis of CuS NPs-treated HUVECs was performed, followed by validation of key signaling pathways using real-time PCR and western blotting. Synthesized CuS NPs exhibited defined characteristics and demonstrated good biocompatibility at tested concentrations. They significantly inhibited HUVECs migration, sprouting, and proliferation. In vivo, CuS NPs attenuated retinal neovascularization and suppressed and choroidal neovascularization. Transcriptomic profiling and further validation revealed a significant downregulation of the nuclear factor-kappa B signaling pathway and its downstream cascades, coinciding with the observed anti-angiogenic outcomes upon CuS NPs treatment. CuS NPs may act as a promising therapeutic candidate for FNDs treatment.		True	False
41347875	Conformational Dynamics of PKM2 Regulate Hypoxia-Induced Pathological Retinal Angiogenesis.	Because anti-vascular endothelial growth factor therapies have limited effect in some cases of retinal neovascularization, there might be other potential pathways involved. Pyruvate kinase M2 (PKM2), a major isoform of pyruvate kinase in tumor cell and human retina, has been broadly studied in oncology and believed to play key roles in tumor growth and invasion. However, its role in retinal angiogenesis remains unclear. In this study, we aimed to explore the contribution of PKM2 conformational dynamics on pathological neovascularization of the retina. We used the oxygen-induced retinopathy (OIR) mouse model and the hypoxia-exposed human retinal microvascular endothelial cell (HRMEC) model to evaluate PKM2 conformational dynamics. DASA-58, a small-molecule activator that increase formation of tetrameric PKM2, was used to evaluate the effects of PKM2 tetramerization. Hypoxia induced phosphorylation-dependent monomerization of PKM2. The monomer translocated to the nucleus, where it interacted with hypoxia-inducible factor-1α (HIF-1α) to promote angiogenic and glycolytic gene expression. In vitro, treatment with DASA-58 induced the formation of tetrameric PKM2 and prevented its nuclear translocation, which further led to suppressed HIF-1α signaling, reduced glycolysis, and inhibited retinal neovascularization. Pyruvate dehydrogenase kinase 1 (PDHK1) was identified as an upstream modulator of PKM2 phosphorylation. In vivo, DASA-58 treatment led to the reduction in neovascularization, vascular leakage, and preserved retinal thickness, and improved visual function in OIR mice. PKM2 conformational dynamics represents a novel regulatory mechanism of hypoxia-induced retinal neovascularization. Transformation of PKM2 tetramers induced by DASA-58 may provide a sound therapeutic approach for neovascular diseases including retinopathy of prematurity (ROP).		True	False
41455369	The NLRP3 inflammasome inhibitor OLT1177 attenuates retinal neovascularization and microglial inflammation with neuroprotective effects.	Nucleotide-binding oligomerization domain like receptor protein 3 (NLRP3) inflammasome is considered as a critical contributor to pathological angiogenesis and neuronal dysfunction. However, its role in ischemic retinopathies remains unclear. In this study, we aimed to evaluate the role of NLRP3 inflammasome in ischemic retinopathies and the effects of the NLRP3 inflammasome inhibitor OLT1177 on retinal neovascularization (RNV) and neuronal dysfunction in a mouse model of oxygen induced retinopathy (OIR). A single-cell transcriptome analysis was performed using public data from the preretinal proliferative membranes in patients suffering from proliferative diabetic retinopathy (PDR), which was verified by immunofluorescence and western blot. The OIR mouse model was established, with OLT1177 being intravitreally injected on postnatal day 12. The effects of OLT1177 on RNV, neuronal loss and the activation of NLRP3 inflammasome were explored. Our results demonstrated that the NLRP3 inflammasome and associated inflammatory responses were observed within microglia in both the preretinal proliferative membranes of PDR patients and the retinas of OIR mice. OLT1177 attenuated pathological RNV at a concentration of 100 μM. Furthermore, OLT1177 reduced the neuronal loss and maintained the astrocytic framework in the non-perfusion areas of retinas. Microglial activation and NLRP3 inflammasome-associated microglial inflammation were alleviated in the OLT1177-treated mice. In conclusion, NLRP3 inflammasome activation and microglial inflammation occurred in ischemic retinopathies and the inhibitor OLT1177 was well-tolerated and beneficial in attenuating RNV and preventing neuronal death in the retinas of OIR mice, which indicated that OLT1177 might be a promising treatment option for ischemic retinopathies.		True	False
41534651	Non-neuronal cell microenvironment control retinal vascular remodeling by CST3 in the oxygen-induced retinopathy in mice.	Retinopathy of prematurity (ROP) remains the leading cause of blindness in premature infants owing to abnormal retinal blood vessels development,but molecular mechanisms are still not fully elucidated. Oxygen-induced retinopathy (OIR) mouse is the extensively used angiogenesis model for the study of ROP pathogenesis. In this study, we investigated five cell types that composed the microenvironment of retinal vessels in OIR mice by single-cell RNA sequencing (scRNA-seq) and revealed a complex and time-dependent regulation of vascular arrest and angiogenesis in the OIR microenvironment. Importantly, we also observe that Müller glia exhibit robust expression of CST3 (cysteine protease inhibitor cystatin C) during the early phase of hypoxic adaptation, leading to capillary morphogenesis in the hyaloid, disrupting physiological vascular patterning and contributing to OIR development. Altogether, our study reveals pivotal roles of the retinal microenvironment in both normal vascularization and ROP progression, suggesting that CST3 is a potential therapeutic target for ROP.		True	False
41548765	Endothelial JMJD1C drives pathological ocular neovascularization by activating SREBF2-dependent cholesterol biosynthesis.	Pathological ocular neovascularization is closely linked to aberrant histone modifications, yet the underlying molecular mechanisms remain incompletely defined. This study investigates the role of the histone demethylase JMJD1C and its encoding gene Jmjd1c in driving pathological angiogenesis and evaluates its therapeutic potential in ocular proliferative vascular diseases. Jmjd1c expression was examined in mouse models of ocular neovascularization and in endothelial cells (ECs) using immunostaining, qRT-PCR, and Western blotting. The pro-angiogenic functions of JMJD1C were assessed through EdU incorporation, Transwell migration, tube-formation, and spheroid-sprouting assays in vitro, as well as retinal flat-mount isolectin-B4 staining and H&E staining in vivo. RNA sequencing, immunostaining, qPCR, Western blotting, and ChIP-qPCR were employed to dissect the molecular mechanisms by which JMJD1C regulates pathological angiogenesis. Endothelial-specific deletion of Jmjd1c markedly reduced pathological neovascularization in both oxygen-induced retinopathy (OIR) and laser-induced choroidal neovascularization (CNV) models. Loss of JMJD1C impaired endothelial cell proliferation, migration, tube formation, and sprouting angiogenesis. Mechanistically, Jmjd1c deletion suppressed Srebf2 transcription and cholesterol biosynthesis by increasing repressive H3K9me2 histone marks in endothelial cells. Pharmacological inhibition of JMJD1C similarly attenuated neovascularization in wild-type mice. JMJD1C acts as a key regulator of pathological ocular angiogenesis through histone demethylation-mediated control of endothelial cholesterol biosynthesis. These findings establish JMJD1C and the Jmjd1c-Srebf2 regulatory axis as promising therapeutic targets for ocular vascular diseases.		True	False
41627954	Ythdf2 loss in microglia aggravates ischemic retinopathy by increasing microglia activation and microvascular anomalies.	Microvascular dysfunction is a key contributor to life-threatening diseases, with retinal microvascular diseases being a leading cause of blindness. Aberrant microglia activation is critical in microvasculopathies, but the underlying molecular mechanisms remain unclear. Post-transcriptional modifications, such as N6-methyladenosine (m6A) modification, are key in these processes, yet their role in retinal vasculopathy is unexplored. We aimed to investigate the role of the m6A reader, YTH domain-containing family protein 2 (Ythdf2), in microglia and its involvement in retinal vasculopathy, and to uncover its underlying regulatory mechanisms. We assessed the expression of microglial Ythdf2 in the retinas of oxygen-induced retinopathy (OIR) mice using single-cell RNA sequencing (scRNA-seq). To investigate its function, we generated a microglia-specific Ythdf2 knockout mouse model and analyzed retinal microglial and vascular phenotypes under both physiological and pathological conditions. Additionally, RNA-seq and selective inhibitors were employed to explore the underlying signaling pathways. Down-regulation of Ythdf2 was observed in microglia from mice with microvascular diseases. Microglial Ythdf2 knockout in developing retinas caused aberrant microglial activation, disrupting capillary function, delaying sprouting, and accelerating vascular remodeling, thereby affecting physiological angiogenesis. In OIR retinas, Microglial Ythdf2 knockout intensified microglial activation and aggravated pathological angiogenesis. Mechanistically, Ythdf2 directly regulated the mRNA stability of Ace and Bmp4 as an m6A reader. Captopril (an Ace inhibitor) or noggin (a Bmp4 antagonist) alleviated microvascular retinopathy exacerbated by Ythdf2 insufficiency. Loss of Ythdf2 in retinal microglia increased their activation and caused microvascular anomalies through Ace and Bmp4, providing insights into microvascular development and disease mechanisms. These findings suggest potential therapeutic approaches targeting the Ythdf2-Ace/Bmp4 network for microvascular diseases.		True	False
41663366	Extraocular delivery of bioswitchable tri-miR-22-loaded tetrahedral DNA nanostructures for intraocular neovascular and neurodegenerative repair.	Ocular neovascular and neurodegenerative diseases, such as diabetic retinopathy and age-related macular degeneration, are characterized by abnormal angiogenesis, vascular leakage, and progressive retinal neurodegeneration, ultimately leading to irreversible vision loss. Here, we present a tetrahedral framework DNA-based bioswitchable Tri-miR-22 mimic delivery system (BiRDS), which is specifically engineered for extraocular administration. In vitro, BiRDS can penetrate the cell membrane within 24 h and accumulate extensively in the cytoplasm. Through transscleral-choroidal-retinal penetration, BiRDS achieves robust delivery to the choroid and retina within 18 h without the need for intravitreal injection in mice. The BiRDS can effectively inhibit the proliferation, tube formation and migration abilities of human umbilical vein endothelial cells. In murine models of choroidal neovascularization and oxygen-induced retinopathy, BiRDS not only suppresses retinal pathological neovascularization with efficacy comparable to that of current anti-VEGF agents, but also possesses unique effects that current agents lack, such as improved retinal perfusion and preserved neuronal integrity, thereby contributing to the protection of visual function. Furthermore, transcriptomic profiling and molecular validation revealed that BiRDS exerts its therapeutic efficacy by inhibiting the Wnt/β-catenin pathway, a key driver of mediating the aforementioned pathological processes. This study highlights BiRDS as a next-generation RNA nanotherapy with broad clinical potential, offering site specific, multitargeted modulation via a minimally invasive and patient-friendly route.		True	False
41679587	The hypoxia-mediated HIF-1α/miR-381-3p signaling pathway promotes retinal neovascularization.	Retinal neovascularization is a common pathological feature of various retinal vascular diseases and is typically induced by hypoxia. In recent studies, the regulatory role of microRNA (miRNA)-mediated signaling in retinal neovascularization has been extensively characterized. However, although hypoxia-induced miRNA dysregulation has been identified, the specific mechanisms by which hypoxia modulates miRNAs in retinal neovascularization remain largely elusive. In this study, we first established a direct regulatory link between microRNA-381-3p (miR-381-3p) and hypoxia-inducible factor-1α (HIF-1α) using a dual-luciferase reporter gene assay. Based on an in vitro cellular hypoxia model and an in vivo oxygen-induced retinopathy (OIR) mouse model, we validated the regulatory effect of HIF-1α on miR-381-3p expression. In addition, downregulation of miR-381-3p attenuated retinal neovascularization, inflammation, and apoptosis in OIR mice. Transcriptome sequencing analysis identified Steap4, a differentially expressed gene, as a potential downstream target of miR-381-3p. Further detection suggested that inhibition of miR-381-3p expression could down-regulate the expression of STEAP4 both in vitro and in vivo. Collectively, our study provides compelling evidence that the HIF-1α/miR-381-3p pathway plays a critical regulatory role in retinal neovascularization, which complements the pathogenic mechanisms underlying retinal vascular diseases and suggests that miR-381-3p may serve as a potential therapeutic target for treating retinal neovascularization.		True	False
41817688	Integrated intraocular-plasma proteomics reveals conserved biomarkers for diabetic retinopathy progression: a multi-fluid biopsy study.	The aim of this study was to identify conserved biomarkers for diabetic retinopathy progression, addressing the lack of minimally invasive biomarkers to track the entire continuum of diabetic retinopathy. We conducted high-throughput proteomics (SomaScan v4.1) on aqueous humour from the Guangdong DR Multiple-Omics Study (n=32). Temporal protein clusters were identified using soft clustering of temporal trajectories. Candidates were validated in a US dataset and localised via single-cell RNA-seq in an oxygen-induced retinopathy mouse model. The clinical relevance of plasma-detectable markers was assessed cross-sectionally and prospectively in individuals with diabetes from the UK Biobank (n=2495). In the discovery dataset (mean age 68.5±9.0 years; 56.3% men, 43.8% women), temporal proteomic profiling identified 40 candidate biomarkers whose concentration showed monotonic changes during diabetic retinopathy progression. Of these, 25 showed conserved directional patterns in the validation dataset (17 increasing and eight decreasing, all p<0.05). Single-cell mapping further localised 15 candidates, including neurofilament light chain (NFL), to retinal neurons and glia. In the UK Biobank individuals, baseline plasma NFL distinguished those with diabetic retinopathy from control individuals (OR 1.98 [95% CI 1.61, 2.42]) and predicted incident diabetic retinopathy (HR 2.01 [95% CI 1.48, 2.73]) and vascular complications (microvascular, HR 2.28 [95% CI 1.94, 2.69]; macrovascular, HR 1.49 [95% CI 1.26, 1.77]) over a median follow-up of 12 years. Plasma NFL enhanced the predictability of a conventional risk factor model for diabetic retinopathy (net reclassification improvement [NRI] 0.194 [95% CI 0.042, 0.297]; integrated discrimination improvement [IDI] 0.015 [95% CI 0.003, 0.047]) and enabled risk stratification of vascular complications. NFL represents a pan-stage biomarker for diabetic retinopathy progression, detectable through minimally invasive plasma testing, and is associated with risks of diabetic vascular complications.		True	False
41829920	Polyunsaturated Fatty Acid Balance Modulates Microglial State in a Murine Model of Oxygen-Induced Neovascularization.	Background/Objectives: The retina is enriched in polyunsaturated fatty acids (PUFAs) which are indispensable for normal vision, and recent clinical studies have shown that dietary supplementation of ω-6-and ω-3-polyunsaturated fatty acids (PUFAs) can provide a protective role against retinopathy of prematurity (ROP). Our study aims to understand the mechanisms by which altering ω-6-and ω-3-polyunsaturated fatty acids (PUFAs) in the eye can protect against pathologic retinal neovascularization (NV). Methods: We interrogated the effects of endogenous ω-3-PUFA enrichment using transgenic fat-1 mice which convert ω-6-PUFAs to ω-3-PUFAs in the oxygen-induced retinopathy (OIR) murine model. In the OIR model, mice are exposed to 75% oxygen from postnatal day 7 (P7) to P12, then returned to room air (RA). We used a combination of immunofluorescence, bulk retinal RNA sequencing, and lipid mediator profiling by UHPLC-MS/MS in P17 mouse retinas to identify mechanisms underlying the protective effect against NV seen in fat-1 mice exposed to OIR. Results:Fat-1 OIR mice were protected against the development of retinopathy, demonstrating 15.1% less vaso-obliteration (75.5% relative reduction) after OIR and a 6.1% reduction in neovascularization (71.8% relative reduction) at P17 (p < 0.0001 for both). We found a dampened transcriptional response to OIR in the retina of fat-1 mice as compared to WT mouse retinas (198 vs. 782 genes, adjusted p-value < 0.01). Pathway analyses confirmed these findings, with significant OIR-induced transcriptional shifts in angiogenesis (adjusted p-value < 10-27), inflammation (adjusted p-value < 10-25), and microglial activation pathways (adjusted p-value < 10-9) in WT mouse retina that were not observed in fat-1 mice. Enrichment scores obtained through the integration of our bulk transcriptomics data with cell-resolved retina data indicate that the protective phenotype observed in fat-1 mice could be associated with intrinsic differences in microglia cell subtypes between WT and fat-1 mice. In situ, WT OIR mice demonstrated an increase in Iba1+ microglia compared to WT RA mice, whereas fat-1 OIR mice showed no difference when compared to fat-1 RA mice. Three ARA-derived oxylipins, 12-hydroxyeicosatetraenoic acid (12-HETE), prostaglandin D2 (PGD2), and thromboxane B2 (TXB2) demonstrated a pattern of upregulation in WT OIR compared to WT RA, but no upregulation in fat-1 OIR mice compared to fat-1 RA. Two EPA-derived specialized pro-resolving mediators and two LA-derived oxylipins were also differentially expressed. Conclusions: These findings show that a lower ω-6:ω-3 protects against neovascularization and is associated with attenuation of hyperoxia-induced microglial recruitment and activation, as well as inflammation and angiogenic signaling.		True	False
41840419	Increased CD44 Expression in Endothelial Cells Induced by Advanced Glycation End Products Leads to Insufficient Maturation of Angiogenesis.	Pathological angiogenesis occurs in various diseases, including tumours, diabetes and wound healing. The endothelial cells lining these aberrant neovessels exhibit abnormal morphology, with loosely attached or absent pericytes and the basement membrane (BM) is often disrupted. Advanced glycation end products (AGEs) promote pathological angiogenesis in diabetic vascular complications, but whether the vascular BM structure is altered and the underlying molecular mechanisms remain unclear. By analysing single-cell RNA sequencing data (GSE204880) from the oxygen-induced retinopathy mouse model, this study found heterogeneous expression of type IV collagen (Col-IV) and laminin in endothelial cells, with enrichment of the AGE-RAGE pathway and BM-related pathways. Experimental results demonstrated that AGEs induce abnormal distribution of Col-IV in vascular BM, along with increased Col-IV levels in mouse serum and endothelial-pericyte co-culture supernatants, suggesting excessive BM degradation. Additionally, AGEs upregulated CD44 and matrix metalloproteinases 9 (MMP9) protein levels in retinal tissues and endothelial cells. Knockout/knockdown of CD44 or inhibition of MMP9, can both significantly alleviate BM structural disruption and abnormal angiogenesis. The down-regulation of CD44 expression or application of γ-secretase inhibitor DAPT attenuated AGEs-promoted MMP9 expression and secretion. Moreover, AGEs facilitated β-catenin nuclear translocation and its interaction with TCF4. When this interaction was blocked by LF3, AGEs-induced CD44 upregulation was reduced, and pathological angiogenesis and BM abnormalities were partially restored. These findings suggest that AGEs upregulate endothelial CD44 expression via β-catenin/TCF4 signalling pathway, which in turn promotes MMP9-mediated excessive degradation of BM components, leading to structural disorganisation and impaired vascular maturation in pathological angiogenesis.	GSE204880	True	False
41851718	Curcuma longa-derived extracellular vesicle-like particles ameliorate retinal neovascularization through HIF-1α and NRF2 signaling.	Retinal neovascularization is a leading cause of irreversible blindness worldwide. Chinese herbal medicines have unique therapeutic properties, such as antioxidant, anti-inflammatory, and neuroprotective effects. This study aims to investigate the therapeutic effects and underlying mechanisms of the Chinese medicinal herb Curcuma longa-derived extracellular vesicle-like particles (CL-EVLPs) in a mouse model of retinal neovascularization. CL-EVLPs were extracted from fresh Curcuma longa rhizomes through differential centrifugation and sucrose density gradient centrifugation and characterized by transmission electron microscopy (TEM), and nanoparticle tracking analysis (NTA), and western blot analysis of EVLP-associated protein markers. CL-EVLPs were administered to oxygen-induced retinopathy (OIR) model mice via intravitreal injection. The therapeutic effects were evaluated using retinal flat mounts, fundus fluorescein angiography (FFA), and reactive oxygen species (ROS) staining. The underlying molecular mechanisms were explored through metabolomics, transcriptomics, and network pharmacology analyses, and the expression levels of relevant factors were quantified using real-time polymerase chain reaction (PCR) or western blotting. In vitro experiments were conducted using human retinal microvascular endothelial cells (hRMECs) and BV2 microglia. CL-EVLPs exhibited typical EV-like characteristics, including a saucer‑ or cup‑shaped morphology, a mean diameter of 140.7 nm, and enrichment of the EV‑related protein ARF1. CL-EVLPs effectively inhibited neovascularization in the OIR model, as evidenced by reduced pathological neovascular tufts and avascular zones and decreased vascular permeability and tortuosity. Furthermore, CL-EVLPs significantly decreased ROS production in the retinas of OIR mice. Mechanistically, CL-EVLPs inhibited HIF-1α/VEGF/ERK signaling and activated the NRF2/HO-1 antioxidant pathway. In vitro experiments confirmed that CL-EVLPs inhibited endothelial cell viability and alleviated oxidative stress in microglia. Integrated network pharmacology and metabolomics analyses proved that the cargo molecules of CL-EVLPs, such as curcumin and its derivatives, auraptene, and triptophenolide, exhibit regulatory antioxidant and anti-inflammatory effects and modulate multiple signaling pathways associated with retinal neovascular diseases. CL-EVLPs effectively suppress retinal neovascularization by inhibiting the HIF-1α/VEGFA/ERK axis and activating the NRF2/HO-1 pathway. This study suggests that CL-EVLPs, as a multitarget therapeutic strategy, hold promising clinical translational potential for the treatment of retinal neovascular diseases.		True	False
41860321	An APE1 Redox Inhibitor Attenuates Pathological Retinal Vascularization by Suppressing FGF2 Angiogenic Signaling.	Retinal neovascular (RNVs) diseases are major causes of visual loss. Current first-line therapies for RNV primarily target VEGF. However, intrinsic or acquired resistance to anti-VEGF therapy, along with the risks associated with repeated intraocular injections, underscores the need for alternative targets and new therapeutic strategies. Apurinic/apyrimidinic endonuclease 1 (APE1) regulates transcription factors implicated in RNV. The purpose of this study was to evaluate APE1 as a therapeutic target, assess the potential of its redox inhibitor, Refi-10, as a drug candidate for vascular retinopathies, and elucidate underlying mechanisms. An oxygen-induced retinopathy (OIR) mouse model and the APE1 redox inhibitor Refi-10 were used to investigate the contribution of APE1 redox function in retinopathy neovascularization and assess the therapeutic efficacy of Refi-10. Transcriptomic analysis of OIR retinas identified pro-angiogenic factors and pathways associated with RNV and Refi-10-mediated improvement. Retinal pigment epithelium (RPE) and human retinal microvascular endothelial cells (hRMECs) were used to investigate cellular mechanisms and responses to Refi-10. Refi-10 significantly reduced pathological angiogenesis and ameliorated RNV disease. Mechanistic studies showed that Refi-10 attenuated inflammation and angiogenesis via APE1 inhibition. Notably, Refi-10 did not decrease retinal VEGF in OIR but mitigated RNV by suppressing fibroblast growth factor 2 (FGF2) expression. These findings nominate APE1 and FGF2 signaling as promising therapeutic targets, and show that Refi-10 holds potential as a drug candidate for vascular retinopathies, offering an alternative or complementary approach to VEGF inhibition.		True	False
41944819	Attenuation of Oxygen-Induced Neovascularization and Inflammation by Neutralizing VEGFA and/or ANG-2 With an Antibody.	Neovascularization is a major cause of blindness in various retinal diseases, and inflammation aggravates the pathological and clinical conditions of these diseases. VEGFA or ANG-2 neutralizing antibodies have been used to block pathological neovascularization. In this work, the effects of intraocular administration of neutralizing antibodies against VEGFA, ANG-2, or bispecific to these two factors on pathological findings were examined in the oxygen-induced retinopathy (OIR) mouse model. At both postnatal day (P)17 and P19, anti-VEGFA and -ANG-2 administration suppressed neovascularization, and the bispecific antibody attenuated neovascularization more efficiently. However, oxygen-induced vaso-obliteration was not modified by these antibodies. Numbers of photoreceptor, amacrine, and bipolar cells were reduced in the OIR retina, and the antibodies reversed these changes. Microglia-specific gene expression increased in the OIR retina, and administration of the antibodies reduced the IBA1-positive area in the OIR retina, although these antibodies did not affect Iba1 gene expression. Labeled VEGFA and ANG-2 were found to be co-localized with microglia, suggesting that VEGFA and ANG-2 affect microglia activation directly. Taken together, neutralizing antibody to VEGFA or ANG-2 attenuated oxygen-induced neovascularization and inflammation, and the bispecific antibody more efficiently suppressed some features than the single antibody to VEGFA or ANG-2.		True	False
41963275	SDF-1 Inhibition Attenuates VEGF-Driven Retinal Leukostasis and Neovascularization in Ischemic Retinopathy.	Ischemic retinopathies are characterized by hypoxia-driven inflammation and pathological neovascularization (NV), with vascular endothelial growth factor (VEGF) as a central mediator. Incomplete responses to anti-VEGF therapy suggest involvement of additional hypoxia-regulated pathways. This study investigated the contribution of stromal cell-derived factor-1 (SDF-1) to VEGF-driven retinal vascular pathology. SDF-1 expression, leukostasis, vascular nonperfusion (NP), and NV were assessed in oxygen-induced retinopathy, VEGF transgenic mice, and VEGF-injected mice. The SDF-1 aptamer NOX-A12 was administered alone or in combination with aflibercept. Retinal vascular pathology was quantified by immunofluorescence, and vitreous albumin levels were measured to assess vascular leakage. RNA sequencing was performed in VEGF-stimulated human umbilical vein endothelial cells treated with SDF-1. SDF-1 expression was increased in ischemic retinas and in models of sustained VEGF overexpression (Rho P35, 2.43 ± 1.34; Tet/Opsin/VEGF (TVOP), 0.27 ± 0.31; C57 VEGF, 0.13 ± 0.14; retinopathy of prematurity, 3.06 ± 0.65; P = 0.0004, 0.0005, < 0.0001, <0.0001). SDF-1 aptamer plus aflibercept more effectively suppressed retinal leukostasis (24 h, 84.2 ± 13.8 vs 122.2 ± 20.8; 72 h, 22 ± 10.5 vs 52.6 ± 13.1; Rho/VEGF P21, 20.2 ± 7.79 vs 37.4 ± 9.07; Rho/VEGF P35, 20.8 ± 7.63 vs 39.7 ± 8.83; TVOP, 35.3 ± 9.16 vs 170.6 ± 40.9, all P < 0.0001), NP area (80.92 ± 3.82 vs 51.53 ± 11.13; P < 0.0001), hypoxia (0.23 ± 0.10 vs 0.82 ± 0.09; P < 0.0001), and NV (0.01 ± 0.01 vs 0.07 ± 0.01; P < 0.0001) than aflibercept alone, without additional effects on choroidal NV or vitreous albumin levels. Transcriptomic analysis revealed enrichment of pathways related to leukocyte transendothelial migration, focal adhesion, tight junctions, and extracellular matrix organization. SDF-1 functions as a cooperative mediator of VEGF-driven retinal vascular pathology. Dual targeting of SDF-1 and VEGF enhances suppression of ischemic retinal injury and NV.		True	False
