api_uid	returned_accession	normalized_accession	title	summary	organism	gds_type	n_samples	platform	pubmed_ids	entry_type	geo_url
305293879	GSM5293879	GSM5293879	Enos WT retina rep 2	retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5293879
305293880	GSM5293880	GSM5293880	Enos WT retina rep 3	retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5293880
305830142	GSM5830142	GSM5830142	OIR KO-1	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5830142
305830143	GSM5830143	GSM5830143	OIR KO-2	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5830143
305830144	GSM5830144	GSM5830144	OIR KO-3	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5830144
305830145	GSM5830145	GSM5830145	OIR WT-1	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5830145
305830146	GSM5830146	GSM5830146	OIR WT-2	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5830146
305830147	GSM5830147	GSM5830147	OIR WT-3	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5830147
305984355	GSM5984355	GSM5984355	scRNAseq of myeloid cells from room air (RA) mice	FACS-sorted F4/80 and CD11 cells	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5984355
305984356	GSM5984356	GSM5984356	scRNAseq of myeloid cells from OIR mice	FACS-sorted F4/80 and CD11 cells	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM5984356
306381824	GSM6381824	GSM6381824	C57BL/6 mice, Retina, Normoxia, rep1	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381824
306381825	GSM6381825	GSM6381825	C57BL/6 mice, Retina, Normoxia, rep2	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381825
306381826	GSM6381826	GSM6381826	C57BL/6 mice, Retina, Normoxia, rep3	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381826
306381827	GSM6381827	GSM6381827	C57BL/6 mice, Retina, Hypoxia, 3 day (post OIR), rep1	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381827
306381828	GSM6381828	GSM6381828	C57BL/6 mice, Retina, Hypoxia, 3 day (post OIR), rep2	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381828
306381829	GSM6381829	GSM6381829	C57BL/6 mice, Retina, Hypoxia, 3 day (post OIR), rep3	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381829
306381830	GSM6381830	GSM6381830	Caspase1 knockout mice, Retina, Normoxia, rep1	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381830
306381831	GSM6381831	GSM6381831	Caspase1 knockout mice, Retina, Normoxia, rep2	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381831
306381832	GSM6381832	GSM6381832	Caspase1 knockout mice, Retina, Normoxia, rep3	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381832
306381833	GSM6381833	GSM6381833	Caspase1 knockout mice, Retina, Hypoxia, 3 day (post OIR), rep1	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381833
306381834	GSM6381834	GSM6381834	Caspase1 knockout mice, Retina, Hypoxia, 3 day (post OIR), rep2	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381834
306381835	GSM6381835	GSM6381835	Caspase1 knockout mice, Retina, Hypoxia, 3 day (post OIR), rep3	Retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6381835
306581033	GSM6581033	GSM6581033	OIR1	retinal tissues	Mus musculus			26067		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6581033
306581034	GSM6581034	GSM6581034	OIR2	retinal tissues	Mus musculus			26067		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6581034
306581035	GSM6581035	GSM6581035	OIR3	retinal tissues	Mus musculus			26067		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6581035
306685629	GSM6685629	GSM6685629	OIR.P17.CD31.WT.S129_Joyal_r1	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6685629
306685630	GSM6685630	GSM6685630	OIR.P17.CD31.Sirt3KO.S129_Joyal_r1	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6685630
306685633	GSM6685633	GSM6685633	OIR.P17.CD31.WT.S129_Joyal_r2	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6685633
306685634	GSM6685634	GSM6685634	OIR.P17.CD31.Sirt3KO.S129_Joyal_r2	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6685634
306685635	GSM6685635	GSM6685635	OIR.P17.CD31.WT.S129_Joyal_r3	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6685635
306685636	GSM6685636	GSM6685636	OIR.P17.CD31.Sirt3KO.S129_Joyal_r3	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6685636
306685637	GSM6685637	GSM6685637	OIR.P14.CD31.WT.S129_Joyal_r1	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6685637
306685638	GSM6685638	GSM6685638	OIR.P14.CD31.Sirt3KO.S129_Joyal_r1	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6685638
306685639	GSM6685639	GSM6685639	OIR.P14.CD31.WT.S129_Joyal_r2	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6685639
306685640	GSM6685640	GSM6685640	OIR.P14.CD31.Sirt3KO.S129_Joyal_r2	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM6685640
307109896	GSM7109896	GSM7109896	OIR WT P13, scRNAseq	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7109896
307109897	GSM7109897	GSM7109897	OIR Socs3 cKO P13, scRNAseq	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7109897
307109898	GSM7109898	GSM7109898	Normal WT P13, scRNAseq	Retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7109898
307230929	GSM7230929	GSM7230929	P17OIR+ISOX DUAL_1	retina, oxygen-induced retinopathy(OIR), Inhibitor (ISOX DUAL)	Mus musculus			20775		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7230929
307230930	GSM7230930	GSM7230930	P17OIR+ISOX DUAL_2	retina, oxygen-induced retinopathy(OIR), Inhibitor (ISOX DUAL)	Mus musculus			20775		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7230930
307230931	GSM7230931	GSM7230931	P17Control_1	retina, untreated	Mus musculus			20775		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7230931
307230932	GSM7230932	GSM7230932	P17OIR_1	retina, oxygen-induced retinopathy(OIR)	Mus musculus			20775		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7230932
307230933	GSM7230933	GSM7230933	P17Control_2	retina, untreated	Mus musculus			20775		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7230933
307230934	GSM7230934	GSM7230934	P17OIR_2	retina, oxygen-induced retinopathy(OIR)	Mus musculus			20775		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7230934
307230935	GSM7230935	GSM7230935	P7Control_1	retina, untreated	Mus musculus			20775		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7230935
307230936	GSM7230936	GSM7230936	P7Control_2	retina, untreated	Mus musculus			20775		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7230936
307230937	GSM7230937	GSM7230937	P17OIR+PBS_1	retina, oxygen-induced retinopathy(OIR), PBS (Intravitreal administration)	Mus musculus			20775		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7230937
307230938	GSM7230938	GSM7230938	P17OIR+PBS_2	retina, oxygen-induced retinopathy(OIR), PBS (Intravitreal administration)	Mus musculus			20775		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7230938
307843024	GSM7843024	GSM7843024	Retina, Fos_P14_OIR_rep1	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843024
307843025	GSM7843025	GSM7843025	Retina, Fos_P14_OIR_rep2	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843025
307843028	GSM7843028	GSM7843028	Retina, Fos_P17_OIR_rep1	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843028
307843029	GSM7843029	GSM7843029	Retina, Fos_P17_OIR_rep2	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843029
307843032	GSM7843032	GSM7843032	Retina, H3K27ac_P14_OIR_rep1	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843032
307843033	GSM7843033	GSM7843033	Retina, H3K27ac_P14_OIR_rep2	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843033
307843036	GSM7843036	GSM7843036	Retina, H3K27ac_P17_OIR_rep1	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843036
307843037	GSM7843037	GSM7843037	Retina, H3K27ac_P17_OIR_rep2	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843037
307843040	GSM7843040	GSM7843040	Retina, H3K27me3_P14_OIR_rep1	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843040
307843041	GSM7843041	GSM7843041	Retina, H3K27me3_P14_OIR_rep2	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843041
307843044	GSM7843044	GSM7843044	Retina, H3K27me3_P17_OIR_rep1	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843044
307843045	GSM7843045	GSM7843045	Retina, H3K27me3_P17_OIR_rep2	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843045
307843048	GSM7843048	GSM7843048	Retina, H3K4me3_P14_OIR_rep1	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843048
307843049	GSM7843049	GSM7843049	Retina, H3K4me3_P14_OIR_rep2	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843049
307843052	GSM7843052	GSM7843052	Retina, H3K4me3_P17_OIR_rep1	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843052
307843053	GSM7843053	GSM7843053	Retina, H3K4me3_P17_OIR_rep2	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843053
307843056	GSM7843056	GSM7843056	Retina, IgG_P14_OIR_rep1	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843056
307843057	GSM7843057	GSM7843057	Retina, IgG_P14_OIR_rep2	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843057
307843060	GSM7843060	GSM7843060	Retina, IgG_P17_OIR_rep1	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843060
307843061	GSM7843061	GSM7843061	Retina, IgG_P17_OIR_rep2	Retina	Mus musculus			21626		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843061
307966943	GSM7966943	GSM7966943	OIR	eyeball	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7966943
308208240	GSM8208240	GSM8208240	AAV_NC1	17-day old oxygen-induced retinopathy (OIR) C57BL/6J mice	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208240
308208241	GSM8208241	GSM8208241	AAV_NC2	17-day old oxygen-induced retinopathy (OIR) C57BL/6J mice	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208241
308208242	GSM8208242	GSM8208242	AAV_NC3	17-day old oxygen-induced retinopathy (OIR) C57BL/6J mice	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208242
308208243	GSM8208243	GSM8208243	AAV_NC4	17-day old oxygen-induced retinopathy (OIR) C57BL/6J mice	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208243
308208244	GSM8208244	GSM8208244	AAV_sh1	17-day old oxygen-induced retinopathy (OIR) C57BL/6J mice	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208244
308208245	GSM8208245	GSM8208245	AAV_sh2	17-day old oxygen-induced retinopathy (OIR) C57BL/6J mice	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208245
308208246	GSM8208246	GSM8208246	AAV_sh3	17-day old oxygen-induced retinopathy (OIR) C57BL/6J mice	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208246
308208247	GSM8208247	GSM8208247	AAV_sh4	17-day old oxygen-induced retinopathy (OIR) C57BL/6J mice	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208247
308659073	GSM8659073	GSM8659073	snRNA, Mouse, OIR Model, retina, P17	retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8659073
308659074	GSM8659074	GSM8659074	snATAC, Mouse, OIR Model, retina, P17	retina	Mus musculus			24247		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8659074
308776316	GSM8776316	GSM8776316	146	retina	Mus musculus			34290		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776316
308776317	GSM8776317	GSM8776317	148	retina	Mus musculus			34290		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776317
308776318	GSM8776318	GSM8776318	188	retina	Mus musculus			34290		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776318
308776319	GSM8776319	GSM8776319	144	retina	Mus musculus			34290		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776319
308776320	GSM8776320	GSM8776320	145	retina	Mus musculus			34290		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776320
308776321	GSM8776321	GSM8776321	186	retina	Mus musculus			34290		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776321
308848851	GSM8848851	GSM8848851	WT_1	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848851
308848852	GSM8848852	GSM8848852	WT_2	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848852
308848853	GSM8848853	GSM8848853	WT_3	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848853
308848854	GSM8848854	GSM8848854	WT_4	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848854
308848855	GSM8848855	GSM8848855	WT_5	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848855
308848856	GSM8848856	GSM8848856	Atf6KO_1	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848856
308848857	GSM8848857	GSM8848857	Atf6KO_2	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848857
308848858	GSM8848858	GSM8848858	Atf6KO_3	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848858
308848859	GSM8848859	GSM8848859	Atf6KO_4	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848859
308848860	GSM8848860	GSM8848860	Atf6KO_5	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848860
308848861	GSM8848861	GSM8848861	PBS_1	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848861
308848862	GSM8848862	GSM8848862	PBS_2	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848862
308848863	GSM8848863	GSM8848863	PBS_3	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848863
308848864	GSM8848864	GSM8848864	PBS_4	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848864
308848865	GSM8848865	GSM8848865	PBS_5	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848865
308848866	GSM8848866	GSM8848866	CeapinA7-1	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848866
308848867	GSM8848867	GSM8848867	CeapinA7-2	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848867
308848868	GSM8848868	GSM8848868	CeapinA7-3	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848868
308848869	GSM8848869	GSM8848869	CeapinA7-4	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848869
308848870	GSM8848870	GSM8848870	CeapinA7-5	Retina	Mus musculus			28457		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848870
309672357	GSM9672357	GSM9672357	Retina, WT, Room Air, P17	retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM9672357
309672358	GSM9672358	GSM9672358	Retina, Epac1 KO, Room Air, P17	retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM9672358
309672359	GSM9672359	GSM9672359	Retina, WT, OIR, P17	retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM9672359
309672360	GSM9672360	GSM9672360	Retina, Epac1 KO, OIR, P17	retina	Mus musculus			19057		GSM	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM9672360
